,ID,Solubility,SMILEScurated,SD,Group,Dataset,Composition,Error,Charge,IONIZABLE,SMILES_standard
1141,A-4242,-0.016848465,CCC(OCCCOC)OC(C)=O,0.012674232,G3,A,,,Uncharged,Non-ionizable,CCC(OCCCOC)OC(C)=O
1142,A-4246,0.412016319,CC=CC=O,0.0,G1,A,,,Uncharged,Non-ionizable,CC=CC=O
1143,A-4248,0.397295078,CC1OC1C,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CC1OC1C
1144,A-4254,-2.175139595,ClC1=CC=CC=C1C(=O)CC#N,0.0,G1,A,mono-constituent,Non Valid pH,Uncharged,Non-ionizable,N#CCC(=O)c1ccccc1Cl
1145,A-4257,-1.063682205,CC(=O)CC(=O)OCCOC(=O)C(C)=C,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,C=C(C)C(=O)OCCOC(=O)CC(C)=O
1146,A-4258,-0.862721053,O=C1OCC2=CC=CC=C12,0.0,G1,A,,,Uncharged,Non-ionizable,O=C1OCc2ccccc21
1147,A-4265,-0.856665127,O=[Si]=O,0.0,G1,A,,,Uncharged,Non-ionizable,O=[Si]=O
1148,A-4271,0.020110333,OC(C(F)(F)F)C(F)(F)F,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,OC(C(F)(F)F)C(F)(F)F
1149,A-4277,0.068474963,CC(=O)OCCOC(C)=O,0.01454904,G5,A,mono-constituent,,Uncharged,Non-ionizable,CC(=O)OCCOC(C)=O
1150,A-4283,-1.17979792,ClC(Cl)(Cl)C(=O)C(Cl)(Cl)Cl,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
1151,A-4286,-0.531030497,COC=C,0.028452426,G3,A,mono-constituent,,Uncharged,Non-ionizable,C=COC
1152,A-4287,-0.96747386,CCOCCOC(=O)C(C)=C,0.0,G1,A,mono-constituent,Non Valid pH,Uncharged,Non-ionizable,C=C(C)C(=O)OCCOCC
1153,A-4291,-0.985949247,CCOC(=O)C(Cl)C(C)=O,0.036711671,G5,A,mono-constituent,Non Valid pH,Uncharged,Non-ionizable,CCOC(=O)C(Cl)C(C)=O
1154,A-4301,0.336339534,CC(N)=S,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CC(N)=S
1155,A-4303,0.083023239,COCC(C)OC(C)=O,0.123935385,G5,A,mono-constituent,,Uncharged,Non-ionizable,COCC(C)OC(C)=O
1156,A-4305,-1.301635776,CCCCOCCOCCOCOCCOCCOCCCC,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CCCCOCCOCCOCOCCOCCOCCCC
1157,A-4306,-0.936025863,CC1OC(=O)C(C)OC1=O,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CC1OC(=O)C(C)OC1=O
1158,A-4307,-0.889164102,ClCBr,1.5,G2,A,mono-constituent,,Uncharged,Non-ionizable,ClCBr
1159,A-4312,-0.785854804,CCC=CCCO,0.03535673,G3,A,mono-constituent,Non Valid pH,Uncharged,Non-ionizable,CCC=CCCO
1160,A-4316,-0.853333105,COC1CCC=CO1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,COC1CCC=CO1
1161,A-4322,-0.304510239,CCCCCCCCCC1=CC=C(OCCOCCO)C=C1,0.0,G1,A,mono-constituent,Non Valid pH,Uncharged,Non-ionizable,CCCCCCCCCc1ccc(OCCOCCO)cc1
1162,A-4326,-0.898693945,CC(=O)OC(C=C)C#N,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,C=CC(C#N)OC(C)=O
1163,A-4329,-0.864495868,CC1CCCCC1O,0.0,G1,A,multi-constituent,,Uncharged,Non-ionizable,CC1CCCCC1O
1164,A-4334,-1.003417731,CC(O)COC1=CC=CC=C1,0.068791135,G3,A,mono-constituent,,Uncharged,Non-ionizable,CC(O)COc1ccccc1
1165,A-4339,-0.759083357,CC(C)CC=O,0.055753489,G5,A,mono-constituent,,Uncharged,Non-ionizable,CC(C)CC=O
1166,A-4349,0.043941678,COCCOC(=O)C=C,0.0,G1,A,mono-constituent,Non Valid pH,Uncharged,Non-ionizable,C=CC(=O)OCCOC
1167,A-4352,-0.304208728,C#N,0.0,G1,A,,,Uncharged,Non-ionizable,C#N
1168,A-4376,-0.851479539,CC(C)CC(C)=O,0.285318383,G5,A,mono-constituent,Non Valid pH,Uncharged,Non-ionizable,CC(=O)CC(C)C
1169,A-4379,-1.053070208,C=COCCOCCOC=C,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,C=COCCOCCOC=C
1170,A-4392,1.28788965,N1C=CC=N1,0.916544825,G2,A,mono-constituent,,Uncharged,Non-ionizable,c1cn[nH]c1
1171,A-4400,-0.044931546,CC(CO)OC(=O)C(C)=C,0.0,G1,A,,,Uncharged,Non-ionizable,C=C(C)C(=O)OC(C)CO
1172,A-4401,-1.114155449,CC1=CC=C2OCC(=O)COC2=C1,0.0,G1,A,mono-constituent,Non Valid pH,Uncharged,Non-ionizable,Cc1ccc2c(c1)OCC(=O)CO2
1173,A-4405,-1.091532091,CC(C)(O)C(=O)C1=CC=CC=C1,0.0,G1,A,mono-constituent,Non Valid pH,Uncharged,Non-ionizable,CC(C)(O)C(=O)c1ccccc1
1174,A-4406,-1.09999437,CC1=CCC2C(C1)C(=O)OC2=O,0.0,G1,A,mono-constituent,Non Valid pH,Uncharged,Non-ionizable,CC1=CCC2C(=O)OC(=O)C2C1
1175,A-4407,-1.237789285,CCCCC(CC)CO,1.673028483,G2,A,,Cosolvent Buffer,Uncharged,Non-ionizable,CCCCC(CC)CO
1176,A-4411,-0.821231264,CCC(C)C=O,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CCC(C)C=O
1177,A-4416,0.049756882,C=CCOCC1CO1,0.019459033,G3,A,mono-constituent,,Uncharged,Non-ionizable,C=CCOCC1CO1
1178,A-4423,-0.144823593,CCOC(=O)CC1(C)OCCO1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,CCOC(=O)CC1(C)OCCO1
1179,A-4427,0.947184106,[La],0.0,G1,A,mono-constituent,Cosolvent Buffer,Uncharged,Non-ionizable,[La]
1180,A-4430,-0.075223164,COC(=O)CCC(=O)OC,0.335214515,G5,A,mono-constituent,Non Valid pH,Uncharged,Non-ionizable,COC(=O)CCC(=O)OC
1181,A-4433,-1.34010886,O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1
1182,A-4437,-1.41863926,CC(=C)C(=O)OCCOCCOCCOCCOC(=O)C(C)=C,0.0,G1,A,mono-constituent,Non Valid pH,Uncharged,Non-ionizable,C=C(C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C
1183,A-4439,-0.903788639,COC1CCCC1,0.0,G1,A,mono-constituent,,Uncharged,Non-ionizable,COC1CCCC1
1184,A-4445,-1.061358221,CC1=CC(=O)CC(C)(C)C1,0.041093378,G3,A,mono-constituent,,Uncharged,Non-ionizable,CC1=CC(=O)CC(C)(C)C1
1185,A-4450,0.126659691,CCC(C)(C)O,0.027049225,G5,A,,,Uncharged,Non-ionizable,CCC(C)(C)O
1186,A-4453,0.188516266,NC(N)=S,0.102251454,G5,A,,,Uncharged,Non-ionizable,NC(N)=S
1187,A-4461,-0.199755177,CCC(CO)(CO)COCC=C,0.0,G1,A,,,Uncharged,Non-ionizable,C=CCOCC(CC)(CO)CO
1188,A-4462,-0.07654115,CSCCC(O)C#N,0.0,G1,A,,,Uncharged,Non-ionizable,CSCCC(O)C#N
1189,A-4463,0.116503747,CC(C)=CC=O,0.0,G1,A,,,Uncharged,Non-ionizable,CC(C)=CC=O
1190,A-4465,-1.036597924,CC(C)CC(C)(O)C#C,0.0,G1,A,,,Uncharged,Non-ionizable,C#CC(C)(O)CC(C)C
1191,A-4466,-0.977550168,O=CC1CCC=CC1,0.0,G1,A,,,Uncharged,Non-ionizable,O=CC1CC=CCC1
1192,A-4470,-1.082442195,OCCCCCCCl,0.0,G1,A,,,Uncharged,Non-ionizable,OCCCCCCCl
1193,A-4471,-1.081092287,N#CCCCCCCC#N,0.0,G1,A,,,Uncharged,Non-ionizable,N#CCCCCCCC#N
1194,A-4474,-0.859899212,CCC=CC#N,0.0,G1,A,,,Uncharged,Non-ionizable,CCC=CC#N
1195,A-4478,-1.25150549,OCC1CCC2C3CC(CC3CO)C12,0.0,G1,A,,,Uncharged,Non-ionizable,OCC1CC2CC1C1CCC(CO)C21
1196,A-4480,0.745212549,COC1OC(CO)C(O)C(O)C1O,0.223106275,G3,A,,,Uncharged,Non-ionizable,COC1OC(CO)C(O)C(O)C1O
1197,A-4483,0.777871543,OCC#CCO,1.193168397,G2,A,,Cosolvent Buffer,Uncharged,Non-ionizable,OCC#CCO
1198,A-4484,0.090131249,CC1CCOC1,0.0,G1,A,,,Uncharged,Non-ionizable,CC1CCOC1
1199,A-4486,0.005493119,CC(O)SC=C,0.0,G1,A,,,Uncharged,Non-ionizable,C=CSC(C)O
1200,A-4492,0.016731992,CCC(C)(O)C#C,0.049653553,G5,A,,,Uncharged,Non-ionizable,C#CC(C)(O)CC
1201,A-4495,1.045169179,COCCOC,0.0,G1,A,,,Uncharged,Non-ionizable,COCCOC
1202,A-4496,1.054994515,C1COCCO1,0.0,G1,A,,,Uncharged,Non-ionizable,C1COCCO1
1203,A-4500,0.91296789,OCCSCCO,0.0,G1,A,,,Uncharged,Non-ionizable,OCCSCCO
1204,A-4503,0.974198666,OCCOCCO,0.0,G1,A,,,Uncharged,Non-ionizable,OCCOCCO
1205,A-4509,0.823405251,OCCOCCOCCO,0.0,G1,A,,,Uncharged,Non-ionizable,OCCOCCOCCO
1206,A-4511,1.094128597,OCCCl,0.0,G1,A,,,Uncharged,Non-ionizable,OCCCl
1207,A-4513,0.935107933,OCCOC(=O)C=C,0.0,G1,A,,,Uncharged,Non-ionizable,C=CC(=O)OCCO
1208,A-4514,1.148258691,CC(O)C#N,0.0,G1,A,,,Uncharged,Non-ionizable,CC(O)C#N
1209,A-4515,1.075111062,CC(C)(O)C#C,0.0,G1,A,,,Uncharged,Non-ionizable,C#CC(C)(C)O
1210,A-4517,1.130047012,CC(C)(C)O,0.0,G1,A,,,Uncharged,Non-ionizable,CC(C)(C)O
1211,A-4523,0.841125102,OCCCCOC(=O)C=C,0.0,G1,A,,,Uncharged,Non-ionizable,C=CC(=O)OCCCCO
1212,A-4529,1.045169179,CCC(O)CO,0.0,G1,A,,,Uncharged,Non-ionizable,CCC(O)CO
1213,A-4530,1.045169179,CC(O)C(C)O,0.0,G1,A,,,Uncharged,Non-ionizable,CC(O)C(C)O
1214,A-4533,0.896449406,ClC(=O)C(Cl)=O,0.0,G1,A,,,Uncharged,Non-ionizable,O=C(Cl)C(=O)Cl
1215,A-4534,1.346391976,NC=O,0.0,G1,A,,,Uncharged,Non-ionizable,NC=O
1216,A-4536,0.920442528,COC(=O)COCO,0.0,G1,A,,,Uncharged,Non-ionizable,COC(=O)COCO
1217,A-4538,0.999492173,O=C1CCCCO1,0.0,G1,A,,,Uncharged,Non-ionizable,O=C1CCCCO1
1218,A-4539,0.982344896,CCCC(O)CO,0.0,G1,A,,,Uncharged,Non-ionizable,CCCC(O)CO
1219,A-4540,0.982344896,OCCCCCO,0.0,G1,A,,,Uncharged,Non-ionizable,OCCCCCO
1220,A-4551,-0.086875694,O=S1(=O)CCCO1,0.0,G1,A,,,Uncharged,Non-ionizable,O=S1(=O)CCCO1
1221,A-4560,-0.979563677,CCC(C)(C)OC,0.009948373,G5,A,,,Uncharged,Non-ionizable,CCC(C)(C)OC
1222,A-4567,-1.176603424,CC(=O)C(O)C1=CC=CC=C1,0.0,G1,A,,,Uncharged,Non-ionizable,CC(=O)C(O)c1ccccc1
1223,A-4570,-1.025801334,COC(OC)OC,0.0,G1,A,,,Uncharged,Non-ionizable,COC(OC)OC
1224,A-4571,-2.226109519,OCC(CBr)(CBr)CBr,0.0,G1,A,,,Uncharged,Non-ionizable,OCC(CBr)(CBr)CBr
1225,A-4582,-1.885266962,CC1CC=C(C)C(=O)C1C,0.0,G1,A,,,Uncharged,Non-ionizable,CC1=CCC(C)C(C)C1=O
1226,A-4587,-2.055017119,CCCCC(CC)COCC(O)CO,0.0,G1,A,,,Uncharged,Non-ionizable,CCCCC(CC)COCC(O)CO
1227,A-4592,-1.642308875,C1=CC=CC=C1,0.011868923,G3,A,,,Uncharged,Non-ionizable,c1ccccc1
1228,A-4597,-2.124350764,CC(C)CC(C)(O)C#CC(C)(O)CC(C)C,0.0,G1,A,,,Uncharged,Non-ionizable,CC(C)CC(C)(O)C#CC(C)(O)CC(C)C
1229,A-4598,-1.877340851,CCCCOC(=O)C=C,0.07826491,G5,A,,,Uncharged,Non-ionizable,C=CC(=O)OCCCC
1230,A-4610,-1.942572269,COC(=O)C=C1CCCC1,0.015466857,G3,A,,,Uncharged,Non-ionizable,COC(=O)C=C1CCCC1
1231,A-4613,-2.201708674,CP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,0.0,G1,A,,,Uncharged,Non-ionizable,CP(=O)(Oc1ccccc1)Oc1ccccc1
1232,A-4616,-1.792409766,FC1=CC=CC=C1,0.0,G1,A,,,Uncharged,Non-ionizable,Fc1ccccc1
1233,A-4623,-2.415352911,CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,0.117323544,G3,A,,,Uncharged,Non-ionizable,CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
1234,A-4624,-2.042313822,CC(C)(CO)CC1=CC=CC=C1,0.0,G1,A,,,Uncharged,Non-ionizable,CC(C)(CO)Cc1ccccc1
1235,A-4625,-1.906541121,C1OC1C1=CC=CC=C1,0.151967493,G3,A,,,Uncharged,Non-ionizable,c1ccc(C2CO2)cc1
1236,A-4627,-2.067961594,CC(C)(C)OOC(=O)C(C)(C)C,0.0,G1,A,,Unstable,Uncharged,Non-ionizable,CC(C)(C)OOC(=O)C(C)(C)C
1237,A-4628,-2.145565545,CCO[Si](OCC)(OCC)OCC,0.0,G1,A,,,Uncharged,Non-ionizable,CCO[Si](OCC)(OCC)OCC
1238,A-4629,-2.045238375,CCC=CCC1=C(C)CCC1=O,0.0,G1,A,,,Uncharged,Non-ionizable,CCC=CCC1=C(C)CCC1=O
1239,A-4630,-1.980572221,ClC1=CC=CC=C1C=O,0.043977585,G3,A,,,Uncharged,Non-ionizable,O=Cc1ccccc1Cl
1240,A-4645,-2.040520296,CCOC(OCC)OCC,0.0,G1,A,,,Uncharged,Non-ionizable,CCOC(OCC)OCC
1241,A-4649,-2.308127519,CC1=CC(=CC=C1N=C=O)C1=CC=C(N=C=O)C(C)=C1,0.0,G1,A,,,Uncharged,Non-ionizable,Cc1cc(-c2ccc(N=C=O)c(C)c2)ccc1N=C=O
1242,A-4652,-2.050971343,CC(=O)C=CC1=CC=CC=C1,0.0,G1,A,,,Uncharged,Non-ionizable,CC(=O)C=Cc1ccccc1
1243,A-4659,-2.147286724,CC(O)CC(C)(C)C1=CC=CC=C1,0.0,G1,A,,,Uncharged,Non-ionizable,CC(O)CC(C)(C)c1ccccc1
1244,A-4665,-2.279385535,CC(C)C1CCC(C)CC11OCC(CO)O1,0.0,G1,A,,,Uncharged,Non-ionizable,CC1CCC(C(C)C)C2(C1)OCC(CO)O2
1245,A-4667,-2.136202486,CCOC(=O)CC1=CC=CC=C1,0.0,G1,A,,,Uncharged,Non-ionizable,CCOC(=O)Cc1ccccc1
1246,A-4676,-2.111500803,CCC=CCCOC(C)=O,0.007756083,G3,A,,,Uncharged,Non-ionizable,CCC=CCCOC(C)=O
1247,A-4678,-2.272990744,CCCCN1C(=O)C=C(C)C(C#N)=C1O,0.0,G1,A,,,Uncharged,Non-ionizable,CCCCn1c(O)c(C#N)c(C)cc1=O
1248,A-4680,-2.055510379,ClCC(Cl)C=C,0.24466186,G5,A,,,Uncharged,Non-ionizable,C=CC(Cl)CCl
1249,A-4684,-2.130728127,CCC(C)CC(CC)=NO,0.0,G1,A,,,Uncharged,Non-ionizable,CCC(CC(C)CC)=NO
1250,A-4688,-2.238585126,FC(F)(F)C(Br)=C,0.0,G1,A,,,Uncharged,Non-ionizable,C=C(Br)C(F)(F)F
1251,A-4689,-2.24666187,COC1=CC=C(CC(C)C=O)C=C1,0.0,G1,A,,,Uncharged,Non-ionizable,COc1ccc(CC(C)C=O)cc1
1252,A-4691,-2.008727887,FCC(F)(F)F,0.0,G1,A,,,Uncharged,Non-ionizable,FCC(F)(F)F
1253,A-4699,-2.314375006,CCOC(=O)C1OC1(C)C1=CC=CC=C1,0.0,G1,A,,,Uncharged,Non-ionizable,CCOC(=O)C1OC1(C)c1ccccc1
1254,A-4700,-2.158172447,O=[Mo](=O)=O,0.0,G1,A,,,Uncharged,Non-ionizable,[Mo+6].[O-2].[O-2].[O-2]
1255,A-4709,-2.221207241,CC(CCCC(C)(C)O)C=C,0.0,G1,A,,,Uncharged,Non-ionizable,C=CC(C)CCCC(C)(C)O
1256,A-4711,-2.31343814,CC(CC1=CC=C2OCOC2=C1)C=O,0.0,G1,A,,,Uncharged,Non-ionizable,CC(C=O)Cc1ccc2c(c1)OCO2
1257,A-4712,-2.001263871,CCC(C)Cl,0.030299967,G5,A,,,Uncharged,Non-ionizable,CCC(C)Cl
1258,A-4714,-2.224445792,CC1CCOC(C1)C=C(C)C,0.0,G1,A,,,Uncharged,Non-ionizable,CC(C)=CC1CC(C)CCO1
1259,A-4715,-2.160471866,CCCCC(CC)CO,0.06678641,G5,A,,,Uncharged,Non-ionizable,CCCCC(CC)CO
1260,A-4716,-2.192586036,CCC(C)=CCCC(C)=O,0.106191058,G3,A,,,Uncharged,Non-ionizable,CCC(C)=CCCC(C)=O
1261,A-4725,-2.416604157,CC(=O)OC1=CC=C(Br)C=C1,0.0,G1,A,,,Uncharged,Non-ionizable,CC(=O)Oc1ccc(Br)cc1
1262,A-4730,-2.925284669,CCCC(C(CC)CO)C(CC)CO,0.0,G1,A,,Multi-constituent Substances,Uncharged,Non-ionizable,CCCC(C(CC)CO)C(CC)CO
1263,A-4736,-1.8668457,C=CC=C,0.0,G1,A,,,Uncharged,Non-ionizable,C=CC=C
1264,A-4741,-2.255957874,CCCC=C(CC)C=O,0.038600212,G3,A,,,Uncharged,Non-ionizable,CCCC=C(C=O)CC
1265,A-4742,-2.262840797,CCCCC(CC)C=O,0.152793786,G5,A,,,Uncharged,Non-ionizable,CCCCC(C=O)CC
1266,A-4750,-2.45329736,CCCCC1OC(C)CC(C)(C)O1,0.0,G1,A,,,Uncharged,Non-ionizable,CCCCC1OC(C)CC(C)(C)O1
1267,A-4751,-2.35661526,CC(C)C(=O)C1=CC=CC=C1,0.0,G1,A,,,Uncharged,Non-ionizable,CC(C)C(=O)c1ccccc1
1268,A-4756,-2.892356214,CO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,0.0,G1,A,,,Uncharged,Non-ionizable,CO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC
1269,A-4762,-2.424454207,ClCC(Cl)C(Cl)=C,0.0,G1,A,,,Uncharged,Non-ionizable,C=C(Cl)C(Cl)CCl
1270,A-4764,-2.336416369,CCOC(=O)C(C)CC,0.0,G1,A,,,Uncharged,Non-ionizable,CCOC(=O)C(C)CC
1271,A-4767,-2.417381608,CC(C)(C)C1CCC(=O)CC1,0.0,G1,A,,,Uncharged,Non-ionizable,CC(C)(C)C1CCC(=O)CC1
1272,A-4768,-2.420558395,CC1(C)C2CCC1(C)C(O)C2,0.0,G1,A,,,Uncharged,Non-ionizable,CC1(C)C2CCC1(C)C(O)C2
1273,A-4771,-2.882184886,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,0.0,G1,A,,,Uncharged,Non-ionizable,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC
1274,A-4775,-2.339542101,COC1=CC=C(C)C=C1,0.0,G1,A,,,Uncharged,Non-ionizable,COc1ccc(C)cc1
1275,A-4780,-2.792947984,CO[Si](CCCCCC[Si](OC)(OC)OC)(OC)OC,0.0,G1,A,,,Uncharged,Non-ionizable,CO[Si](CCCCCC[Si](OC)(OC)OC)(OC)OC
1276,A-4785,-2.447858542,CC(CCC=C(C)C)C=O,0.0,G1,A,,,Uncharged,Non-ionizable,CC(C)=CCCC(C)C=O
1277,A-4792,-2.51754425,CC(C)COC(=O)C(C)Cl,0.027758664,G3,A,,,Uncharged,Non-ionizable,CC(C)COC(=O)C(C)Cl
1278,A-4795,-2.474718615,CC(C=O)=CC1=CC=CC=C1,0.0,G1,A,,,Uncharged,Non-ionizable,CC(C=O)=Cc1ccccc1
1279,A-4798,-2.510422359,CC(C)=CC1CC(=C)CCO1,0.0,G1,A,,,Uncharged,Non-ionizable,C=C1CCOC(C=C(C)C)C1
1280,A-4801,-2.489690542,CCCC(C)C(=O)OCC,0.0,G1,A,,,Uncharged,Non-ionizable,CCCC(C)C(=O)OCC
1281,A-4802,-2.486375508,CC(=C)C(=O)OC(C)(C)C,0.188628141,G5,A,,,Uncharged,Non-ionizable,C=C(C)C(=O)OC(C)(C)C
1282,A-4803,-2.33794082,CCCCOC=C,0.409961275,G5,A,,,Uncharged,Non-ionizable,C=COCCCC
1283,A-4808,-2.535987278,CC1(C)CCCC(C)(O1)C=C,0.0,G1,A,,,Uncharged,Non-ionizable,C=CC1(C)CCCC(C)(C)O1
1284,A-4812,-2.550297857,CC1CCCCC1OC(C)=O,0.0,G1,A,,,Uncharged,Non-ionizable,CC(=O)OC1CCCCC1C
1285,A-4816,-2.67352571,CCCCC(CC)COC(=O)C(C)O,0.0,G1,A,,,Uncharged,Non-ionizable,CCCCC(CC)COC(=O)C(C)O
1286,A-4817,-2.568561457,BrC1=CC=CC=C1,0.031438492,G5,A,,,Uncharged,Non-ionizable,Brc1ccccc1
1287,A-4822,-2.701591149,COC1=CC(CC=C)=CC=C1OC(C)=O,0.0,G1,A,,,Uncharged,Non-ionizable,C=CCc1ccc(OC(C)=O)c(OC)c1
1288,A-4823,-2.233150945,CC=C(C)C,0.163613274,G3,A,,,Uncharged,Non-ionizable,CC=C(C)C
1289,A-4824,-2.905955068,OCC1COC(CN2C=NC=N2)(O1)C1=CC=C(Cl)C=C1Cl,0.0,G1,A,,,Uncharged,Non-ionizable,OCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1
1290,A-4825,-2.544367455,CCCCOC(=O)C(C)=C,0.172579229,G5,A,,,Uncharged,Non-ionizable,C=C(C)C(=O)OCCCC
1291,A-4828,-2.557079916,CC(CCO)CC(C)(C)C,0.0,G1,A,,,Uncharged,Non-ionizable,CC(CCO)CC(C)(C)C
1292,A-4830,-2.449320235,ClC1=CC=CC=C1,0.132559197,G5,A,,,Uncharged,Non-ionizable,Clc1ccccc1
1293,A-4835,-2.660025838,CC(CCO)CCC1=CC=CC=C1,0.0,G1,A,,,Uncharged,Non-ionizable,CC(CCO)CCc1ccccc1
1294,A-4845,-2.582541974,C=COC1CCCCC1,0.0,G1,A,,,Uncharged,Non-ionizable,C=COC1CCCCC1
1295,A-4846,-2.64774351,C=COCCCCOC=C,0.0990707,G3,A,,,Uncharged,Non-ionizable,C=COCCCCOC=C
1296,A-4852,-3.539740421,CCC1=CC=C(CC)C=C1,0.258119032,G5,A,,Multi-constituent Substances,Uncharged,Non-ionizable,CCc1ccc(CC)cc1
1297,A-4853,-3.172955944,CCC1=CC=CC=C1,0.258119032,G5,A,,Multi-constituent Substances,Uncharged,Non-ionizable,CCc1ccccc1
1298,A-4858,-2.961273931,C=CC1=CC=CC=C1,0.258119032,G5,A,,Multi-constituent Substances,Uncharged,Non-ionizable,C=Cc1ccccc1
1299,A-4863,-2.747738524,COC1=CC=C2CCCCC2=C1,0.0,G1,A,,,Uncharged,Non-ionizable,COc1ccc2c(c1)CCCC2
1300,A-4867,-2.767361572,CC(O)CCC1CCCCC1,0.0,G1,A,,,Uncharged,Non-ionizable,CC(O)CCC1CCCCC1
1301,A-4870,-2.806877,CCCCOCOCCCC,0.025304997,G3,A,,,Uncharged,Non-ionizable,CCCCOCOCCCC
1302,A-4874,-3.004181056,CC1(C)COC(=O)C2CC=CCC2C(=O)OC1,0.0,G1,A,,,Uncharged,Non-ionizable,CC1(C)COC(=O)C2CC=CCC2C(=O)OC1
1303,A-4876,-2.830260853,CC(C)C1CCC(C)CC1O,0.0,G1,A,,,Uncharged,Non-ionizable,CC1CCC(C(C)C)C(O)C1
1304,A-4878,-2.908515996,COC(=O)C1C(C)=CCCC1(C)C,0.069343443,G5,A,,,Uncharged,Non-ionizable,COC(=O)C1C(C)=CCCC1(C)C
1305,A-4884,-2.613556425,CC(C)(C)C#C,0.0,G1,A,,,Uncharged,Non-ionizable,C#CC(C)(C)C
1306,A-4889,-3.026343537,CC(C)C(=O)OCCOC1=CC=CC=C1,0.0,G1,A,,,Uncharged,Non-ionizable,CC(C)C(=O)OCCOc1ccccc1
1307,A-4899,-3.000616717,CC(CC1=CC=CC=C1)(C=C)C#N,0.017087809,G3,A,,,Uncharged,Non-ionizable,C=CC(C)(C#N)Cc1ccccc1
1308,A-4900,-3.128034162,CCCCOC(=O)C=CC(=O)OCCCC,0.234267081,G3,A,,,Uncharged,Non-ionizable,CCCCOC(=O)C=CC(=O)OCCCC
1309,A-4905,-2.989804004,CCCCC(CC)C(=O)OC,0.034303125,G5,A,,,Uncharged,Non-ionizable,CCCCC(CC)C(=O)OC
1310,A-4906,-2.710466438,C1CCC=CC1,0.062133219,G3,A,,,Uncharged,Non-ionizable,C1=CCCCC1
1311,A-4907,-3.112893643,OCCN1C(=O)NC2=CC=CC=C2C1=O,0.0,G1,A,,,Uncharged,Non-ionizable,O=c1[nH]c2ccccc2c(=O)n1CCO
1312,A-4908,-3.06681876,CCCCCCCC1CCC(=O)O1,0.0,G1,A,,,Uncharged,Non-ionizable,CCCCCCCC1CCC(=O)O1
1313,A-4911,-2.675673086,CCCC=C,0.0,G1,A,,,Uncharged,Non-ionizable,C=CCCC
1314,A-4913,-3.114865162,CCCCC(CC)COCC1CO1,0.0,G1,A,,,Uncharged,Non-ionizable,CCCCC(CC)COCC1CO1
1315,A-4914,-2.869075736,O=P12OB(O1)O2,0.0,G1,A,,,Uncharged,Non-ionizable,O=P12OB(O1)O2
1316,A-4921,-3.079929481,CC(C)CC1CC(C)CCO1,0.0,G1,A,,,Uncharged,Non-ionizable,CC(C)CC1CC(C)CCO1
1317,A-4923,-3.210297936,FC1=CC(Br)=CC(F)=C1F,0.0,G1,A,,,Uncharged,Non-ionizable,Fc1cc(Br)cc(F)c1F
1318,A-4931,-3.13627918,CC1=CC=CC2=C1NC(=S)N2,0.0,G1,A,,,Uncharged,Non-ionizable,Cc1cccc2[nH]c(=S)[nH]c12
1319,A-4933,-3.152023201,CCCCCCCCCCC=O,0.0,G1,A,,,Uncharged,Non-ionizable,CCCCCCCCCCC=O
1320,A-4934,-3.267982491,FC(F)(F)C1=CC=C(Cl)C(Cl)=C1,0.0,G1,A,,,Uncharged,Non-ionizable,FC(F)(F)c1ccc(Cl)c(Cl)c1
1321,A-4939,-3.499700952,CC(O)COC1=CC=C(C=C1)C(C)(C)C1=CC=C(OCC(C)O)C=C1,0.0,G1,A,,,Uncharged,Non-ionizable,CC(O)COc1ccc(C(C)(C)c2ccc(OCC(C)O)cc2)cc1
1322,A-4941,-3.111478098,CCC(C)Br,0.0,G1,A,,,Uncharged,Non-ionizable,CCC(C)Br
