ID,Solubility,SMILEScurated,SD,Group,Dataset,Composition,Error,Charge
A-4474,-0.859899212,CCC=CC#N,0,G1,A,None,None,Uncharged
A-4477,-1.126518075,C1C[NH+]=C(N1)C1=CC=CC=C1,0,G1,A,None,None,Positive
A-4478,-1.25150549,OCC1CCC2C3CC(CC3CO)C12,0,G1,A,None,None,Uncharged
A-4479,-0.141666762,OC(C([O-])=O)C1=CC=CC=C1,0,G1,A,None,None,Negative
A-4480,0.745212549,COC1OC(CO)C(O)C(O)C1O,0.223106275,G3,A,None,None,Uncharged
A-4483,0.777871543,OCC#CCO,1.193168397,G2,A,None,Cosolvent Buffer,Uncharged
A-4484,0.090131249,CC1CCOC1,0,G1,A,None,None,Uncharged
A-4485,0.64563055,[O-][N+]([O-])=O,0,G1,A,None,None,Negative
A-4486,0.005493119,CC(O)SC=C,0,G1,A,None,None,Uncharged
A-4487,-0.827397585,NC1=CC=C(N=NC2=CC=C(C=C2)N=NC2=C(N)C3=C(C=C(C(=NNC4=CC=CC=C4)C3=O)S([O-])(=O)=O)C=C2S([O-])(=O)=O)C(N)=C1,0,G1,A,None,None,Negative
A-4488,-0.505418744,[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,0.013807469,G5,A,None,None,Negative
A-4489,0.233501766,C[N+]([O-])=O,0.013099117,G3,A,None,None,PureChargeSeparation
A-4490,0.486017387,[O-][N+]([O-])=O,0.148833228,G5,A,None,None,Negative
A-4492,0.016731992,CCC(C)(O)C#C,0.049653553,G5,A,None,None,Uncharged
A-4493,-0.232457951,NNC(=O)CCCCC(=O)NN,0,G1,A,None,None,Uncharged
A-4495,1.045169179,COCCOC,0,G1,A,None,None,Uncharged
A-4496,1.054994515,C1COCCO1,0,G1,A,None,None,Uncharged
A-4498,1.003781751,CN1CCCC1=O,0,G1,A,None,None,Uncharged
A-4499,1.130281439,CNC(N)=O,0,G1,A,None,None,Uncharged
A-4500,0.91296789,OCCSCCO,0,G1,A,None,None,Uncharged
A-4501,0.677495406,OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,0,G1,A,None,None,Negative
A-4503,0.974198666,OCCOCCO,0,G1,A,None,None,Uncharged
A-4504,0.702848146,CC(=C)C(=O)OCCN1CCNC1=O,1.5,G2,A,None,None,Uncharged
A-4505,0.813458956,C[NH+](C)C(C)(C)CO,0,G1,A,None,None,Positive
A-4507,0.982328216,NCC[NH2+]CCO,0,G1,A,None,None,Positive
A-4508,0.923854927,C[NH+](CCO)CCO,0,G1,A,None,None,Positive
A-4509,0.823405251,OCCOCCOCCO,0,G1,A,None,None,Uncharged
A-4510,0.826260286,OCC[NH+](CCO)CCO,0,G1,A,None,None,Positive
A-4511,1.094128597,OCCCl,0,G1,A,None,None,Uncharged
A-4512,1.07026441,[O-]C(=O)CC#N,0,G1,A,None,None,Negative
A-4513,0.935107933,OCCOC(=O)C=C,0,G1,A,None,None,Uncharged
A-4514,1.148258691,CC(O)C#N,0,G1,A,None,None,Uncharged
A-4515,1.075111062,CC(C)(O)C#C,0,G1,A,None,None,Uncharged
A-4516,1.135850982,CC(C)(C)[NH3+],0,G1,A,None,None,Positive
A-4517,1.130047012,CC(C)(C)O,0,G1,A,None,None,Uncharged
A-4518,1.03091506,CC1=CC=CC=N1,0,G1,A,None,None,Uncharged
A-4519,1.107148825,OCCS,0,G1,A,None,None,Uncharged
A-4520,0.986467618,C[NH+](C)CCCO,0,G1,A,None,None,Positive
A-4521,0.657084083,COS([O-])(=O)=O.C[N+]1=CN(C=C)C=C1,0,G1,A,None,Cosolvent Buffer,Zwitterion
A-4522,0.759009194,OC1=CC=C(C=C1)S([O-])(=O)=O,0.059957705,G3,A,None,None,Negative
A-4523,0.841125102,OCCCCOC(=O)C=C,0,G1,A,None,None,Uncharged
A-4524,1.059872163,CN(C)C(C)=O,0.025063918,G3,A,None,None,Uncharged
A-4525,1.008308858,CC(NC=O)C#N,0,G1,A,None,None,Uncharged
A-4526,1.135850982,CC[NH2+]CC,0,G1,A,None,None,Positive
A-4527,1.13611233,CNC(C)=O,0,G1,A,None,None,Uncharged
A-4528,1.365835212,C1C[NH2+]1,0,G1,A,None,None,Positive
A-4529,1.045169179,CCC(O)CO,0,G1,A,None,None,Uncharged
A-4530,1.045169179,CC(O)C(C)O,0,G1,A,None,None,Uncharged
A-4531,1.003589033,[NH3+]C1CCCCC1,0,G1,A,None,None,Positive
A-4532,1.243394316,[NH3+]C1CC1,0,G1,A,None,None,Positive
A-4533,0.896449406,ClC(=O)C(Cl)=O,0,G1,A,None,None,Uncharged
A-4534,1.346391976,NC=O,0,G1,A,None,None,Uncharged
A-4535,1.017244979,CS([O-])(=O)=O,0,G1,A,None,None,Negative
A-4536,0.920442528,COC(=O)COCO,0,G1,A,None,None,Uncharged
A-4537,1.336553508,C[NH2+]N,0,G1,A,None,None,Positive
A-4538,0.999492173,O=C1CCCCO1,0,G1,A,None,None,Uncharged
A-4539,0.982344896,CCCC(O)CO,0,G1,A,None,None,Uncharged
A-4540,0.982344896,OCCCCCO,0,G1,A,None,None,Uncharged
A-4544,1.130023576,CC([NH3+])C[NH3+],0,G1,A,None,None,Positive
A-4545,1.130304889,CCC([O-])=O,0,G1,A,None,None,Negative
A-4546,0.731962893,[O-]C(=O)C(Cl)(Cl)Cl,0.039590623,G3,A,None,None,Negative
A-4547,-0.086773993,CC(O)CN(CC(C)O)C1=NC(NC2=CC=C(C=CC3=CC=C(NC4=NC(=NC(NC5=CC=C(C=C5)S([O-])(=O)=O)=N4)N(CC(C)O)CC(C)O)C=C3S([O-])(=O)=O)C(=C2)S([O-])(=O)=O)=NC(NC2=CC=C(C=C2)S([O-])(=O)=O)=N1,0,G1,A,None,None,Negative
A-4548,0.485061956,CCCC[N+](C)(CCCC)CCCC,0,G1,A,None,None,Positive
A-4549,0.943011346,[O-]C(=O)C(F)(F)F,0,G1,A,None,None,Negative
A-4551,-0.086875694,O=S1(=O)CCCO1,0,G1,A,None,None,Uncharged
A-4553,-0.617390402,NC1=CC=C(C=CC2=CC=C(N)C=C2S([O-])(=O)=O)C(=C1)S([O-])(=O)=O,0,G1,A,None,None,Negative
A-4556,-0.424943674,CC([O-])=O,0,G1,A,None,None,Negative
A-4557,-1.20510658,NC1=CC=CC(=C1)S([O-])(=O)=O,0.182817935,G5,A,None,None,Negative
A-4558,-1.592406042,COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CC[NH+]1CC2C=C,0,G1,A,None,Cosolvent Buffer,Positive
A-4559,-1.448934642,[O-]C(=O)C1=CC(Br)=NN1C1=NC=CC=C1Cl,1.50258099,G4,A,None,None,Negative
A-4560,-0.979563677,CCC(C)(C)OC,0.009948373,G5,A,None,None,Uncharged
A-4567,-1.176603424,CC(=O)C(O)C1=CC=CC=C1,0,G1,A,None,None,Uncharged
A-4569,-0.982660114,OC([O-])=O,0,G1,A,None,None,Negative
A-4570,-1.025801334,COC(OC)OC,0,G1,A,None,None,Uncharged
A-4571,-2.226109519,OCC(CBr)(CBr)CBr,0,G1,A,None,None,Uncharged
A-4572,-2.105210692,NC1=CC(Cl)=C(Cl)C=C1S([O-])(=O)=O,0.141583548,G5,A,None,None,Negative
A-4576,-1.88938304,N1C=CN=C1C1=CC=CC=C1,0,G1,A,None,None,Uncharged
A-4577,-2.1065272,OC(C(O)C([O-])=O)C([O-])=O,0,G1,A,None,None,Negative
A-4579,-1.993326586,OCCNC1=CC=CC=C1[N+]([O-])=O,0,G1,A,None,None,PureChargeSeparation
A-4580,-1.05536111,CC1=C(C=NO1)C([O-])=O,0,G1,A,None,None,Negative
A-4582,-1.885266962,CC1CC=C(C)C(=O)C1C,0,G1,A,None,None,Uncharged
A-4584,-2.043912167,CCCCC(CC)C([O-])=O,0.395025237,G3,A,None,None,Negative
A-4587,-2.055017119,CCCCC(CC)COCC(O)CO,0,G1,A,None,None,Uncharged
A-4588,-1.976703976,NC(=O)C1=CC=C(Cl)C(N)=C1,0,G1,A,None,None,Uncharged
A-4589,-2.355850446,COC1=CC(NS(=O)(=O)C2=CC=CC=C2)=C2C(=O)C3=CC=CC=C3C(=O)C2=C1N,0,G1,A,None,None,Uncharged
A-4591,-2.192561189,C(OC1=CC=CC(=C1)N(CC1CO1)CC1CO1)C1CO1,0,G1,A,None,None,Uncharged
A-4592,-1.642308875,C1=CC=CC=C1,0.011868923,G3,A,None,None,Uncharged
A-4593,-2.350745656,CC1(C)CC(CC(C)(C)[NH2+]1)[NH2+]CCCCCC[NH2+]C1CC(C)(C)[NH2+]C(C)(C)C1,0,G1,A,None,None,Positive
A-4597,-2.124350764,CC(C)CC(C)(O)C#CC(C)(O)CC(C)C,0,G1,A,None,None,Uncharged
A-4598,-1.877340851,CCCCOC(=O)C=C,0.07826491,G5,A,None,None,Uncharged
A-4600,-2.094896806,CCCCOCC1=CC=C(O)C(OC)=C1,0.012483163,G3,A,None,None,Uncharged
A-4601,-2.07500028,NC1=CC(Cl)=CC=C1Cl,0,G1,A,None,None,Uncharged
A-4602,-2.618046836,CCCCCCCCCCCC(=O)OC(C)CS([O-])(=O)=O,0,G1,A,None,None,Negative
A-4604,-1.981673118,NC1=NC(CC([O-])=O)=CS1,0,G1,A,None,None,Negative
A-4605,-2.245992211,N#CC1(CC[NH+](CC2=CC=CC=C2)CC1)N1CCCCC1,0,G1,A,None,None,Positive
A-4606,-2.011278797,CCN(CC)C1=CC=CC(O)=C1,0.015367308,G3,A,None,None,Uncharged
A-4607,-2.152068465,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,0.042149818,G5,A,None,None,PureChargeSeparation
A-4610,-1.942572269,COC(=O)C=C1CCCC1,0.015466857,G3,A,None,None,Uncharged
A-4613,-2.201708674,CP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,0,G1,A,None,None,Uncharged
A-4616,-1.792409766,FC1=CC=CC=C1,0,G1,A,None,None,Uncharged
A-4617,-2.366992667,CCCCCCCCCCCCCCCCCOS([O-])(=O)=O,0,G1,A,None,None,Negative
A-4620,0.522530377,NCC(F)F,0.006340516,G3,A,None,None,Uncharged
A-4623,-2.415352911,CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,0.117323544,G3,A,None,None,Uncharged
A-4624,-2.042313822,CC(C)(CO)CC1=CC=CC=C1,0,G1,A,None,None,Uncharged
A-4625,-1.906541121,C1OC1C1=CC=CC=C1,0.151967493,G3,A,None,None,Uncharged
A-4627,-2.067961594,CC(C)(C)OOC(=O)C(C)(C)C,0,G1,A,None,Unstable,Uncharged
A-4628,-2.145565545,CCO[Si](OCC)(OCC)OCC,0,G1,A,None,None,Uncharged
A-4629,-2.045238375,CCC=CCC1=C(C)CCC1=O,0,G1,A,None,None,Uncharged
A-4630,-1.980572221,ClC1=CC=CC=C1C=O,0.043977585,G3,A,None,None,Uncharged
A-4631,-2.012377793,CCC(C)C1=CC=CC=C1O,0,G1,A,None,None,Uncharged
A-4634,-2.191037603,CCCCCCCC[NH+](CCO)CCO,0,G1,A,None,None,Positive
A-4639,-2.178419855,[O-]C(=O)C1=CC(=CC(=C1)C([O-])=O)[N+]([O-])=O,0.099209928,G3,A,None,None,Negative
A-4641,-2.622198475,CC1=CC=C(C=C1)S(=O)(=O)OC1=CC=C(NC2=CC(=C(N)C3=C2C(=O)C2=CC=CC=C2C3=O)S([O-])(=O)=O)C=C1,0,G1,A,None,None,Negative
A-4642,-2.243098748,CCOC(=O)[N-]S(=O)(=O)C1=CC=C(C)C=C1,0,G1,A,None,None,Negative
A-4644,-2.412949573,CCCCCCCCC([O-])=O,0.518232851,G2,A,None,None,Negative
A-4645,-2.040520296,CCOC(OCC)OCC,0,G1,A,None,None,Uncharged
A-4647,-1.290101588,[Li+].[F-],0.013850254,G5,A,None,None,Zwitterion
A-4648,-2.144049559,CCCCCCCCC(=O)N(C)C,0,G1,A,None,None,Uncharged
A-4649,-2.308127519,CC1=CC(=CC=C1N=C=O)C1=CC=C(N=C=O)C(C)=C1,0,G1,A,None,None,Uncharged
A-4652,-2.050971343,CC(=O)C=CC1=CC=CC=C1,0,G1,A,None,None,Uncharged
A-4654,-2.17310492,OC1=CC=C(C=C1)C1NC(=O)NC1=O,0,G1,A,None,None,Uncharged
A-4655,-2.408479245,CCCCCCCCCCCC(=O)OCCS([O-])(=O)=O,0,G1,A,None,None,Negative
A-4658,-2.191089976,NC1=CC=C(NCCO)C(=C1)[N+]([O-])=O,0,G1,A,None,None,PureChargeSeparation
A-4659,-2.147286724,CC(O)CC(C)(C)C1=CC=CC=C1,0,G1,A,None,None,Uncharged
A-4661,-2.061973923,OC1=CC=CC2=CC=CC=C12,0.086271637,G5,A,None,None,Uncharged
A-4662,-2.130384701,NC1=CC=CC(Cl)=C1Cl,0,G1,A,None,None,Uncharged
A-4663,-2.071885074,CC1=CC=C(Cl)C=C1N,0,G1,A,None,None,Uncharged
A-4664,-2.279225735,CC(=O)N(CCN(C(C)=O)C(C)=O)C(C)=O,1.460409377,G2,A,None,None,Uncharged
A-4665,-2.279385535,CC(C)C1CCC(C)CC11OCC(CO)O1,0,G1,A,None,None,Uncharged
A-4666,-2.956287317,CC(C)(C1=CC=C(OS(=O)(=O)C2=CC=CC(=C2)N=NC2=C3C([O-])=CC(=CC3=CC=C2N)S([O-])(=O)=O)C=C1)C1=CC=C(OS(=O)(=O)C2=CC=CC(=C2)N=NC2=C3C([O-])=CC(=CC3=CC=C2N)S([O-])(=O)=O)C=C1,0,G1,A,None,None,Negative
A-4667,-2.136202486,CCOC(=O)CC1=CC=CC=C1,0,G1,A,None,None,Uncharged
A-4668,-1.564399726,[O-][N+]#N,0,G1,A,None,None,PureChargeSeparation
A-4669,-2.674843542,CC1=CC(NC2=CC(=C(N)C3=C2C(=O)C2=CC=CC=C2C3=O)S([O-])(=O)=O)=CC(=C1C)S(=O)(=O)NCCO,0,G1,A,None,None,Negative
A-4671,-2.199127372,CCCCC1=NC(Cl)=C(N1)C=O,0,G1,A,None,None,Uncharged
A-4676,-2.111500803,CCC=CCCOC(C)=O,0.007756083,G3,A,None,None,Uncharged
A-4678,-2.272990744,CCCCN1C(=O)C=C(C)C(C#N)=C1O,0,G1,A,None,None,Uncharged
A-4679,-2.179290593,CCCC1=CC=C(O)C(OC)=C1,0,G1,A,None,None,Uncharged
A-4680,-2.055510379,ClCC(Cl)C=C,0.24466186,G5,A,None,None,Uncharged
A-4682,-2.167567043,[Li+].[Li+].[Li+].[F-].[F-].[F-].[F-].[F-].[F-].[Al+3],0,G1,A,None,None,Zwitterion
A-4683,-2.257749011,CCCCCCCCN1CCCC1=O,0.053242043,G5,A,None,None,Uncharged
A-4684,-2.130728127,CCC(C)CC(CC)=NO,0,G1,A,None,None,Uncharged
A-4685,-2.526575134,C[N+](C)=C1OCCC1(C1=CC=CC=C1)C1=CC=CC=C1,0,G1,A,None,None,Positive
A-4688,-2.238585126,FC(F)(F)C(Br)=C,0,G1,A,None,None,Uncharged
A-4689,-2.24666187,COC1=CC=C(CC(C)C=O)C=C1,0,G1,A,None,None,Uncharged
A-4690,-2.258829245,CC(C)(C)CC(C)(C)NC(=O)C=C,0,G1,A,None,None,Uncharged
A-4691,-2.008727887,FCC(F)(F)F,0,G1,A,None,None,Uncharged
A-4695,-2.345697125,CC1=CC(N)=C(C=C1Cl)S([O-])(=O)=O,0,G1,A,None,None,Negative
A-4699,-2.314375006,CCOC(=O)C1OC1(C)C1=CC=CC=C1,0,G1,A,None,None,Uncharged
A-4700,-2.158172447,O=[Mo](=O)=O,0,G1,A,None,None,Uncharged
A-4701,-2.687947003,CCC(=O)NC1=CC=CC(NC2=CC(=C(N)C3=C2C(=O)C2=CC=CC=C2C3=O)S([O-])(=O)=O)=C1,0,G1,A,None,None,Negative
A-4703,-2.293481376,NC1=CC=C(Cl)C=C1C(F)(F)F,0,G1,A,None,None,Uncharged
A-4704,-2.210072377,C[Si](C)(C)[NH2+][Si](C)(C)C,0.622514906,G4,A,None,None,Positive
A-4707,-2.189958914,CC(C)(C)C1=CC=CC=C1O,0.070820543,G3,A,None,None,Uncharged
A-4709,-2.221207241,CC(CCCC(C)(C)O)C=C,0,G1,A,None,None,Uncharged
A-4711,-2.31343814,CC(CC1=CC=C2OCOC2=C1)C=O,0,G1,A,None,None,Uncharged
A-4712,-2.001263871,CCC(C)Cl,0.030299967,G5,A,None,None,Uncharged
A-4713,-2.3865009,CC([O-])=O,0,G1,A,None,None,Negative
A-4714,-2.224445792,CC1CCOC(C1)C=C(C)C,0,G1,A,None,None,Uncharged
A-4715,-2.160471866,CCCCC(CC)CO,0.06678641,G5,A,None,None,Uncharged
A-4716,-2.192586036,CCC(C)=CCCC(C)=O,0.106191058,G3,A,None,None,Uncharged
A-4717,-2.699363586,CC1=CC(O)=CC=C1N=NC1=CC=C(NC2=CC=C(C=C2[N+]([O-])=O)S([O-])(=O)=O)C=C1,0,G1,A,None,None,Negative
A-4718,-2.239623736,[O-]C(=O)C1=CC=C(O1)C([O-])=O,0,G1,A,None,None,Negative
A-4720,-2.331672919,[O-]C(=O)C1=CC=CC(Cl)=C1Cl,0,G1,A,None,None,Negative
A-4722,-2.406177873,CC1=CC(=C(N)C=C1Cl)S([O-])(=O)=O,0,G1,A,None,None,Negative
A-4724,-2.406536077,CC(=O)CC(=O)NC1=CC=CC=C1Cl,0.015155957,G3,A,None,None,Uncharged
A-4725,-2.416604157,CC(=O)OC1=CC=C(Br)C=C1,0,G1,A,None,None,Uncharged
A-4730,-2.925284669,CCCC(C(CC)CO)C(CC)CO,0,G1,A,None,Multi-constituent Substances,Uncharged
A-4732,-2.307122857,NC1=CC=CC2=CC=CC(N)=C12,0.021518946,G5,A,None,None,Uncharged
A-4736,-1.8668457,C=CC=C,0,G1,A,None,None,Uncharged
A-4737,-2.470773563,[O-][N+](=O)C1=CC(=CC=C1C#N)C(F)(F)F,0,G1,A,None,None,PureChargeSeparation
A-4740,-2.808391369,[O-][N+]([O-])=C1C=C(C(=O)C(C1=O)=[N+]([O-])[O-])[N+]([O-])=O,0.073064018,G3,A,None,None,Negative
A-4741,-2.255957874,CCCC=C(CC)C=O,0.038600212,G3,A,None,None,Uncharged
A-4742,-2.262840797,CCCCC(CC)C=O,0.152793786,G5,A,None,None,Uncharged
A-4743,-2.354220979,CC(CC([O-])=O)CC(C)(C)C,0,G1,A,None,None,Negative
A-4744,-2.522680786,CC(=O)CC(=O)NC1=CC=C2NC(=O)NC2=C1,0,G1,A,None,None,Uncharged
A-4746,-2.334782902,NC1=CC=C2NC(=O)NC2=C1,0,G1,A,None,None,Uncharged
A-4750,-2.45329736,CCCCC1OC(C)CC(C)(C)O1,0,G1,A,None,None,Uncharged
A-4751,-2.35661526,CC(C)C(=O)C1=CC=CC=C1,0,G1,A,None,None,Uncharged
A-4754,-2.490779033,NC1=CC(=CC(C([O-])=O)=C1O)[N+]([O-])=O,0,G1,A,None,None,Negative
A-4755,-2.52573978,[Cl-].[Cl-].[Pd++],0,G1,A,None,None,Negative
A-4756,-2.892356214,CO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,0,G1,A,None,None,Uncharged
A-4757,-2.576943359,CNS(=O)(=O)C1=CC(OC)=C(N)C=C1C,0,G1,A,None,None,Uncharged
A-4758,-2.391400814,CC(C)(C)C1=CC=C(O)C=C1,0.010949593,G3,A,None,None,Uncharged
A-4762,-2.424454207,ClCC(Cl)C(Cl)=C,0,G1,A,None,None,Uncharged
A-4764,-2.336416369,CCOC(=O)C(C)CC,0,G1,A,None,None,Uncharged
A-4767,-2.417381608,CC(C)(C)C1CCC(=O)CC1,0,G1,A,None,None,Uncharged
A-4768,-2.420558395,CC1(C)C2CCC1(C)C(O)C2,0,G1,A,None,None,Uncharged
A-4769,-2.446137954,NC1=CC=C(Cl)C(Cl)=C1,0.403660515,G5,A,None,None,Uncharged
A-4770,0.264188022,OP([O-])([O-])=O,0,G1,A,None,None,Negative
A-4771,-2.882184886,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,0,G1,A,None,None,Uncharged
A-4775,-2.339542101,COC1=CC=C(C)C=C1,0,G1,A,None,None,Uncharged
A-4776,-2.702803349,C(CNC1=CC=CC2=CC=CC=C12)C[NH+]1CCOCC1,0,G1,A,None,None,Positive
A-4778,-2.506711754,OC1=CC=CC=C1C1=CC=CC=C1,0.060405877,G3,A,None,None,Uncharged
A-4779,-2.49122422,CCC(C)(C)C1=CC=CC=C1O,0,G1,A,None,None,Uncharged
A-4780,-2.792947984,CO[Si](CCCCCC[Si](OC)(OC)OC)(OC)OC,0,G1,A,None,None,Uncharged
A-4782,-2.515915381,CC1C2CC(CC1C[NH3+])C2(C)C,0.685805535,G2,A,None,None,Positive
A-4785,-2.447858542,CC(CCC=C(C)C)C=O,0,G1,A,None,None,Uncharged
A-4786,-2.766775599,[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,0.185416977,G5,A,None,None,Negative
A-4787,-2.81214297,COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CC[NH+]1CC2C=C,0,G1,A,None,None,Positive
A-4788,-2.81214297,COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CC[NH+]1CC2C=C,0.276420984,G3,A,None,None,Positive
A-4790,-2.734641439,CCCCCCCCCCCC(=O)N(C)CC([O-])=O,0,G1,A,None,None,Negative
A-4792,-2.51754425,CC(C)COC(=O)C(C)Cl,0.027758664,G3,A,None,None,Uncharged
A-4795,-2.474718615,CC(C=O)=CC1=CC=CC=C1,0,G1,A,None,None,Uncharged
A-4798,-2.510422359,CC(C)=CC1CC(=C)CCO1,0,G1,A,None,None,Uncharged
A-4801,-2.489690542,CCCC(C)C(=O)OCC,0,G1,A,None,None,Uncharged
A-4802,-2.486375508,CC(=C)C(=O)OC(C)(C)C,0.188628141,G5,A,None,None,Uncharged
A-4803,-2.33794082,CCCCOC=C,0.409961275,G5,A,None,None,Uncharged
A-4807,-2.675782414,CCCCNS(=O)(=O)C1=CC=CC=C1,0.544510027,G2,A,None,None,Uncharged
A-4808,-2.535987278,CC1(C)CCCC(C)(O1)C=C,0,G1,A,None,None,Uncharged
A-4810,-2.662589054,CC1=NC2=CC=C(C=C2C1(C)C)C([O-])=O,0,G1,A,None,None,Negative
A-4812,-2.550297857,CC1CCCCC1OC(C)=O,0,G1,A,None,None,Uncharged
A-4815,-2.563966491,[O-][N+](=O)C1=CC=CC=C1Cl,0.151386245,G5,A,None,None,PureChargeSeparation
A-4816,-2.67352571,CCCCC(CC)COC(=O)C(C)O,0,G1,A,None,None,Uncharged
A-4817,-2.568561457,BrC1=CC=CC=C1,0.031438492,G5,A,None,None,Uncharged
A-4819,-2.698845903,[F-].[F-].[F-].[F-].[F-].[F-].[Na+].[Na+].[Na+].[Al+3],0.183503825,G5,A,None,None,Zwitterion
A-4821,-2.514943789,CC1=CC=C(C=C1)[N+]([O-])=O,0.046246767,G5,A,None,None,PureChargeSeparation
A-4822,-2.701591149,COC1=CC(CC=C)=CC=C1OC(C)=O,0,G1,A,None,None,Uncharged
A-4823,-2.233150945,CC=C(C)C,0.163613274,G3,A,None,None,Uncharged
A-4824,-2.905955068,OCC1COC(CN2C=NC=N2)(O1)C1=CC=C(Cl)C=C1Cl,0,G1,A,None,None,Uncharged
A-4825,-2.544367455,CCCCOC(=O)C(C)=C,0.172579229,G5,A,None,None,Uncharged
A-4826,-3.185103531,COC1=CC=C(CCC(=O)C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)C=C2O)C=C1O,0,G1,A,None,None,Uncharged
A-4828,-2.557079916,CC(CCO)CC(C)(C)C,0,G1,A,None,None,Uncharged
A-4829,-2.637377139,[O-]C1=CC(Cl)=CC=C1[N+]([O-])=O,0,G1,A,None,None,Negative
A-4830,-2.449320235,ClC1=CC=CC=C1,0.132559197,G5,A,None,None,Uncharged
A-4831,-2.738772633,CCOC(=O)N1C(=O)C2=CC=CC=C2C1=O,0,G1,A,None,None,Uncharged
A-4835,-2.660025838,CC(CCO)CCC1=CC=CC=C1,0,G1,A,None,None,Uncharged
A-4836,-2.967747126,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,0.110924375,G3,A,None,None,Positive
A-4837,-2.878601076,FC1=CC=C(C=C1)C(N1CC[NH2+]CC1)C1=CC=C(F)C=C1,0,G1,A,None,None,Positive
A-4839,-2.90897944,NC1=NC(N)=[NH+]C(N)=N1,0,G1,A,None,Cosolvent Buffer,Positive
A-4842,-2.747405168,CC1=CC=C(NCCO)C(=C1)[N+]([O-])=O,0,G1,A,None,None,PureChargeSeparation
A-4845,-2.582541974,C=COC1CCCCC1,0,G1,A,None,None,Uncharged
A-4846,-2.64774351,C=COCCCCOC=C,0.0990707,G3,A,None,None,Uncharged
A-4849,-2.883311239,NC1=CC2=C(O)C=C(C=C2C=C1)S([O-])(=O)=O,0,G1,A,None,None,Negative
A-4851,-3.264264375,CC1=NN(C(=O)C1N=NC1=CC(Cl)=C(Cl)C=C1S([O-])(=O)=O)C1=CC=CC(=C1)S([O-])(=O)=O,0,G1,A,None,None,Negative
A-4852,-3.539740421,CCC1=CC=C(CC)C=C1,0.258119032,G5,A,None,Multi-constituent Substances,Uncharged
A-4853,-3.172955944,CCC1=CC=CC=C1,0.258119032,G5,A,None,Multi-constituent Substances,Uncharged
A-4854,-2.961106136,[O-]S(=O)(=O)C1=CC=C2N=C(NC2=C1)C1=CC=CC=C1,0.219847378,G3,A,None,None,Negative
A-4858,-2.961273931,C=CC1=CC=CC=C1,0.258119032,G5,A,None,Multi-constituent Substances,Uncharged
A-4860,-2.678081133,[O-]C(=O)C([O-])=O,0,G1,A,None,None,Negative
A-4862,-2.590925857,OP([O-])([O-])=O,0.027143744,G5,A,None,None,Negative
A-4863,-2.747738524,COC1=CC=C2CCCCC2=C1,0,G1,A,None,None,Uncharged
A-4865,-2.767853696,NC1=CC=CC2=C(N)C=CC=C12,0.430218667,G5,A,None,None,Uncharged
A-4867,-2.767361572,CC(O)CCC1CCCCC1,0,G1,A,None,None,Uncharged
A-4869,-3.052330404,OC(C(O)C([O-])=O)C([O-])=O,0,G1,A,None,None,Negative
A-4870,-2.806877,CCCCOCOCCCC,0.025304997,G3,A,None,None,Uncharged
A-4872,-3.088723614,OC(C1CC2CC[NH+]1CC2C=C)C1=CC=NC2=CC=CC=C12,0,G1,A,None,None,Positive
A-4873,-3.124945522,CCCCCCCCCCCCCCCC[N+](C)(C)C,0,G1,A,None,None,Positive
A-4874,-3.004181056,CC1(C)COC(=O)C2CC=CCC2C(=O)OC1,0,G1,A,None,None,Uncharged
A-4876,-2.830260853,CC(C)C1CCC(C)CC1O,0,G1,A,None,None,Uncharged
A-4878,-2.908515996,COC(=O)C1C(C)=CCCC1(C)C,0.069343443,G5,A,None,None,Uncharged
A-4884,-2.613556425,CC(C)(C)C#C,0,G1,A,None,None,Uncharged
A-4885,-3.37502496,CCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCC,0,G1,A,None,None,Positive
A-4889,-3.026343537,CC(C)C(=O)OCCOC1=CC=CC=C1,0,G1,A,None,None,Uncharged
A-4890,-3.045355413,CC1=C(N2C(SC1)C([NH3+])C2=O)C([O-])=O,0,G1,A,None,None,Zwitterion
A-4894,-2.917000159,CC1=CC=C(C(N)=O)C(O)=C1,0,G1,A,None,None,Uncharged
A-4896,-2.968988553,ClC1=CC=C2CC(=O)NC2=C1,0,G1,A,None,None,Uncharged
A-4899,-3.000616717,CC(CC1=CC=CC=C1)(C=C)C#N,0.017087809,G3,A,None,None,Uncharged
